Label;degree;weighted degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;Authority;Hub;modularity_class;pageranks;clustering;triangles;eigencentrality;componentnumber
"автомобильная дорога 41к-97";3;3;5;0.33193;0.350327;0;0.001252;0.001252;2;0.000319;1;3;0.012929;0
"дорога к жилгородку";4;4;5;0.332057;0.350903;0;0.001278;0.001278;2;0.000404;1;6;0.013476;0
"автомобильная дорога а123";4;4;5;0.328534;0.348404;0;0.001072;0.001072;2;0.000409;1;6;0.012372;0
"автомобильная дорога н63";4;4;5;0.328534;0.348404;0;0.001072;0.001072;2;0.000409;1;6;0.012372;0
"брюсовская улица";34;34;4;0.371784;0.405998;0.000697;0.041768;0.041768;3;0.001096;0.532977;299;0.212644;0
"пискаревский проспект";24;24;4;0.358413;0.387159;0.000086;0.033232;0.033232;3;0.000802;0.768116;212;0.161565;0
"гражданская улица";7;7;4;0.333975;0.354479;0;0.001379;0.001379;4;0.000468;1;21;0.017624;0
"кронштадт";20;20;5;0.335137;0.360458;0.000361;0.005991;0.005991;5;0.0007;0.647619;68;0.061048;0
"лисий нос";23;23;5;0.345006;0.371434;0.000275;0.005702;0.005702;5;0.000931;0.566667;119;0.056187;0
"сестрорецк";19;19;5;0.34323;0.367782;0.000206;0.004473;0.004473;5;0.000839;0.607843;93;0.044373;0
"санкт-петербург(вокзал)";78;78;4;0.397524;0.437332;0.047628;0.016023;0.016023;7;0.00341;0.170599;282;0.16355;0
"пеники";6;6;5;0.308651;0.326278;0;0.000644;0.000644;4;0.000493;1;15;0.00935;0
"большая ижора";6;6;5;0.308651;0.326278;0;0.000644;0.000644;4;0.000493;1;15;0.00935;0
"лебяжье";6;6;5;0.308651;0.326278;0;0.000644;0.000644;4;0.000493;1;15;0.00935;0
"гаккелевская улица";25;25;5;0.33788;0.365475;0.000319;0.008533;0.008533;5;0.000877;0.73913;204;0.08157;0
"улица оптиков";41;41;4;0.362762;0.397636;0.001021;0.015005;0.015005;5;0.001352;0.587045;435;0.136742;0
"планерная улица";49;49;4;0.367529;0.405421;0.0024;0.018327;0.018327;5;0.00167;0.491135;554;0.163612;0
"яхтенная улица";59;59;4;0.379763;0.42301;0.002859;0.031574;0.031573;5;0.001934;0.448276;767;0.242575;0
"туристская улица";22;22;5;0.337354;0.364321;0.000239;0.008536;0.008536;5;0.00083;0.722944;167;0.079339;0
"улица савушкина";58;58;4;0.379099;0.420704;0.00322;0.02872;0.028719;5;0.001889;0.446104;687;0.224216;0
"проезд к аэропорту пулково-1";12;12;4;0.325206;0.347751;0;0.01281;0.01281;1;0.000519;1;66;0.075459;0
"площадь аэропорта пулково-1";12;12;4;0.325206;0.347751;0;0.01281;0.01281;1;0.000519;1;66;0.075459;0
"проспект обуховской обороны";75;75;4;0.403443;0.45098;0.011931;0.050752;0.050752;1;0.002347;0.305072;824;0.331971;0
"улица шелгунова";17;17;4;0.341473;0.367935;0.000334;0.017221;0.017221;1;0.000697;0.691176;94;0.104319;0
"улица чернова";50;50;4;0.377778;0.415513;0.003147;0.032392;0.032392;7;0.001606;0.373061;457;0.219705;0
"проспект александровской фермы";41;41;4;0.37565;0.411957;0.002355;0.038461;0.038461;1;0.001322;0.435897;340;0.220751;0
"малая карпатская улица";16;16;4;0.333847;0.359285;0.000044;0.01525;0.015251;1;0.000631;0.816667;98;0.089267;0
"грузовой проезд";9;9;4;0.321946;0.341984;0;0.009426;0.009426;1;0.000428;1;36;0.054847;0
"проспект девятого января";9;9;4;0.321946;0.341984;0;0.009426;0.009426;1;0.000428;1;36;0.054847;0
"улица салова";67;67;4;0.369565;0.41907;0.002394;0.057916;0.057916;1;0.002023;0.438228;940;0.349285;0
"улица самойловой";18;18;4;0.349315;0.375817;0;0.023978;0.023978;1;0.000654;1;153;0.138009;0
"мгинская улица";31;31;4;0.3599;0.394656;0.000159;0.034752;0.034752;1;0.001021;0.716129;333;0.204333;0
"набережная реки волковки";38;38;4;0.363827;0.399462;0.000207;0.042625;0.042625;1;0.001197;0.704125;495;0.240935;0
"расстанный переулок";38;38;4;0.363827;0.399462;0.000207;0.042625;0.042625;1;0.001197;0.704125;495;0.240935;0
"расстанная улица";35;35;4;0.375487;0.410131;0.000195;0.044765;0.044765;1;0.001103;0.714286;425;0.250201;0
"пушкинская улица";20;20;4;0.355328;0.377355;0.000121;0.010378;0.010378;1;0.000842;0.705263;134;0.083201;0
"вишерская улица";7;7;4;0.321468;0.340638;0;0.005806;0.005806;1;0.000383;1;21;0.040909;0
"колпино";34;34;4;0.369881;0.40273;0.002393;0.015734;0.015734;7;0.001214;0.378788;200;0.125403;0
"петро-славянка";18;18;4;0.36005;0.387159;0.003805;0.009629;0.009629;7;0.00087;0.470588;72;0.070339;0
"широкая улица";8;8;4;0.335916;0.355536;0;0.006279;0.006279;1;0.000424;1;28;0.043437;0
"свирская улица";12;12;4;0.34597;0.370531;0;0.012598;0.012598;1;0.000528;1;66;0.077415;0
"благодатная улица";50;50;4;0.365668;0.40917;0.001779;0.041529;0.041529;1;0.001634;0.438367;537;0.249918;0
"воздухоплавательная улица";12;12;4;0.34597;0.370531;0;0.012598;0.012598;1;0.000528;1;66;0.077415;0
"улица фучика";36;36;4;0.365514;0.400807;0.000434;0.038404;0.038404;1;0.001162;0.684127;431;0.216911;0
"бухарестская улица";53;53;4;0.38465;0.426663;0.001337;0.0532;0.0532;1;0.001588;0.536953;712;0.307703;0
"волковский проспект";49;49;4;0.383968;0.424356;0.001037;0.050956;0.050956;1;0.001466;0.58156;656;0.294009;0
"улица подвойского";45;45;4;0.371784;0.411861;0.001592;0.038962;0.038962;1;0.00141;0.554545;549;0.224583;0
"проспект солидарности";45;45;4;0.371784;0.411861;0.001408;0.039059;0.039059;1;0.001406;0.557576;552;0.225119;0
"российский проспект";43;43;4;0.367062;0.404844;0.001346;0.036044;0.036045;1;0.001302;0.581882;501;0.206304;0
"проспект пятилеток";28;28;5;0.330412;0.36461;0.000191;0.022615;0.022615;1;0.000941;0.825397;312;0.134231;0
"улица ворошилова";30;30;5;0.330412;0.36461;0.000191;0.022615;0.022615;1;0.000942;0.834975;339;0.137051;0
"улица бадаева";28;28;5;0.330412;0.36461;0.000191;0.022615;0.022615;1;0.000941;0.825397;312;0.134231;0
"искровский проспект";29;29;5;0.337748;0.372914;0.000073;0.024326;0.024326;1;0.000962;0.834975;339;0.145317;0
"улица тельмана";35;35;5;0.338275;0.375221;0.000114;0.027599;0.027599;1;0.00107;0.787879;442;0.169682;0
"народная улица";56;56;4;0.38465;0.42897;0.002354;0.049583;0.049583;1;0.001768;0.431169;664;0.280791;0
"володарский мост";55;55;4;0.384479;0.428393;0.002265;0.04903;0.04903;1;0.001739;0.441751;656;0.277886;0
"гамбургская площадь";25;25;5;0.330034;0.36288;0.000036;0.021181;0.021181;1;0.000857;0.913333;274;0.125802;0
"софийская площадь";23;23;5;0.329783;0.361726;0;0.019896;0.019896;1;0.00079;1;253;0.118417;0
"улица турку";28;28;5;0.331422;0.366148;0.000039;0.025873;0.025873;1;0.00092;0.775132;293;0.152126;0
"белградская улица";33;33;5;0.339069;0.376374;0.000091;0.029667;0.029667;1;0.001069;0.704545;372;0.175709;0
"пулковская улица";12;12;4;0.328658;0.350634;0.000082;0.008666;0.008666;1;0.000578;0.833333;55;0.05508;0
"улица фрунзе";7;7;4;0.327417;0.34679;0;0.006157;0.006157;1;0.000391;1;21;0.039129;0
"улица цимбалина";9;9;5;0.325573;0.349654;0;0.009076;0.009076;1;0.000417;1;36;0.055123;0
"проспект наставников";59;59;4;0.389663;0.435409;0.002634;0.075859;0.075859;3;0.001746;0.424898;727;0.390557;0
"ириновский проспект";29;29;4;0.365206;0.397732;0.000181;0.043403;0.043403;3;0.000929;0.647783;263;0.211794;0
"большая пороховская улица";36;36;4;0.375325;0.411476;0.000362;0.052228;0.052228;3;0.001116;0.61746;389;0.256133;0
8-я советская улица;16;16;4;0.357821;0.38466;0;0.028517;0.028517;3;0.000578;1;120;0.138077;0
"улица некрасова";36;36;4;0.371147;0.406094;0.000595;0.047599;0.047599;1;0.001119;0.58254;367;0.243512;0
"улица димитрова";32;32;4;0.361401;0.39677;0.000246;0.036236;0.036236;1;0.001037;0.705645;350;0.196218;0
"касимовская улица";39;39;4;0.368622;0.406863;0.000606;0.041795;0.041795;1;0.001241;0.623482;462;0.23126;0
"камчатская улица";23;23;5;0.353445;0.385775;0.000185;0.029455;0.029455;1;0.00079;0.841897;213;0.157636;0
"грузинская улица";27;27;4;0.348053;0.380142;0.000038;0.029848;0.029848;1;0.000892;0.849003;298;0.163373;0
"днепропетровская улица";26;26;5;0.341742;0.374145;0.000095;0.027442;0.027442;1;0.000883;0.858462;279;0.149039;0
"курская улица";26;26;5;0.341742;0.374145;0.000095;0.027442;0.027442;1;0.000883;0.858462;279;0.149039;0
"греческий проспект";21;21;5;0.335008;0.363764;0;0.022645;0.022645;1;0.00073;1;210;0.123311;0
9-я советская улица;21;21;5;0.335008;0.363764;0;0.022645;0.022645;1;0.00073;1;210;0.123311;0
"пражская улица";13;13;5;0.322425;0.34902;0.000028;0.014257;0.014257;1;0.000531;0.961538;75;0.077289;0
"русановская улица";18;18;5;0.339468;0.370627;0.000012;0.015378;0.015378;1;0.000702;0.921569;141;0.0866;0
"октябрьская набережная";29;29;5;0.359453;0.394387;0.000325;0.030811;0.030811;1;0.00101;0.635468;258;0.166734;0
"площадь бехтерева";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"улица бехтерева";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"хрустальная улица";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"улица профессора качалова";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"шлиссельбургский мост";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"синопская набережная";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"херсонская улица";28;28;5;0.37083;0.405825;0.001146;0.031545;0.031545;1;0.00096;0.589947;223;0.167537;0
"улица александра невского";17;17;5;0.339335;0.37005;0;0.014825;0.014825;1;0.000673;1;136;0.083696;0
"проспект металлистов";28;28;5;0.355911;0.39083;0.000107;0.038118;0.038118;3;0.000908;0.611111;231;0.189148;0
"заневская площадь";27;27;5;0.388267;0.417993;0.000269;0.042979;0.042979;3;0.00088;0.749288;263;0.22453;0
"манежный спуск";15;15;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000794;0.934066;85;0.019894;0
"манежная улица";11;11;4;0.321349;0.343329;0;0.001142;0.001142;4;0.000687;1;55;0.017001;0
"еленинская улица";15;15;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000794;0.934066;85;0.019894;0
"владимирская улица";11;11;4;0.321349;0.343329;0;0.001142;0.001142;4;0.000687;1;55;0.017001;0
"александровская улица";15;15;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000794;0.934066;85;0.019894;0
"ораниенбаумский проспект";13;13;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000787;0.935897;73;0.01918;0
"полигонный переулок";13;13;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000787;0.935897;73;0.01918;0
"улица победы";13;13;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000787;0.935897;73;0.01918;0
"михайловская улица";13;13;4;0.329032;0.351211;0.000019;0.001286;0.001286;4;0.000787;0.935897;73;0.01918;0
"улица жоры антоненко";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"улица связи";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"улица кипренского";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"павловский проспект";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"безымянный переулок";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"песочная улица";11;11;4;0.336307;0.358035;0;0.00148;0.00148;4;0.000679;1;55;0.019922;0
"улица мира";35;35;4;0.365514;0.39802;0.008333;0.009101;0.009101;0;0.001448;0.556303;331;0.079179;0
"иликовский проспект";10;10;4;0.32123;0.342753;0;0.00112;0.001119;4;0.000634;1;45;0.016351;0
"оборонный мост";10;10;5;0.340936;0.362918;0;0.003928;0.003928;7;0.000491;1;45;0.035626;0
"улица александра матросова";7;7;5;0.34323;0.361476;0;0.002616;0.002616;1;0.000448;0.952381;20;0.024733;0
"горная улица";6;6;5;0.343095;0.3609;0;0.002314;0.002314;1;0.00041;1;15;0.021547;0
"улица аврова";17;17;5;0.305712;0.330027;0.000031;0.000816;0.000816;4;0.001077;0.608333;73;0.016975;0
"разводная улица";13;13;5;0.322545;0.345713;0.000085;0.001111;0.001111;4;0.000885;0.794872;62;0.017878;0
"бульвар разведчиков";6;6;5;0.304638;0.324644;0;0.00057;0.00057;4;0.000496;1;15;0.010089;0
"блан-менильская улица";10;10;5;0.305067;0.326951;0.000004;0.000638;0.000638;4;0.000753;0.822222;37;0.012456;0
"озерковая улица";15;15;5;0.322785;0.346867;0.000144;0.001136;0.001136;4;0.001018;0.714286;75;0.018897;0
"собственный проспект бобыльская дорога";4;4;5;0.304424;0.323491;0;0.000526;0.000526;4;0.00038;1;6;0.008696;0
"улица халтурина";11;11;5;0.305282;0.32772;0.00001;0.000677;0.000677;4;0.000832;0.709091;39;0.013221;0
"рубинштейнская улица";5;5;5;0.304638;0.32426;0;0.000577;0.000577;4;0.000433;1;10;0.009779;0
"бульвар разведчика";14;14;5;0.322665;0.34629;0.000108;0.001125;0.001125;4;0.000948;0.769231;70;0.018454;0
"мастеровой переулок";13;13;5;0.322545;0.345713;0.000085;0.001109;0.001109;4;0.000893;0.794872;62;0.017774;0
"бобыльская дорога";7;7;5;0.304745;0.325221;0;0.000589;0.000589;4;0.000565;1;21;0.010669;0
"гостилицкая улица";10;10;5;0.322185;0.343983;0;0.001072;0.001072;4;0.000694;1;45;0.016226;0
"гостилицкое шоссе";7;7;5;0.304852;0.325413;0;0.000693;0.000693;4;0.000536;1;21;0.011891;0
"улица шахматова";15;15;4;0.334362;0.358035;0.00049;0.001788;0.001788;4;0.001053;0.542857;57;0.022311;0
"луизинская улица";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"сашинская дорога";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"улица братьев горкушенко";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"санинская дорога";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"санинское шоссе";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"бабигонская дорога";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"университетский проспект";9;9;5;0.329157;0.350327;0;0.001526;0.001526;4;0.000715;1;36;0.016585;0
"набережная комсомольского канала";25;25;5;0.360499;0.389735;0.000323;0.008954;0.008954;7;0.000965;0.86;258;0.081806;0
"большой ижорский мост";17;17;5;0.320992;0.345329;0;0.004325;0.004325;7;0.000714;1;136;0.049774;0
"павловская улица";25;25;5;0.360499;0.389735;0.000323;0.008954;0.008954;7;0.000965;0.86;258;0.081806;0
"площадь коммуны";17;17;5;0.320992;0.345329;0;0.004325;0.004325;7;0.000714;1;136;0.049774;0
"адмиралтейская улица";42;42;5;0.388789;0.424721;0.001755;0.015236;0.015236;7;0.001466;0.570267;491;0.138799;0
"адмиралтейский мост";22;22;5;0.327046;0.353883;0.000108;0.005405;0.005405;7;0.000858;0.792208;183;0.06165;0
"елизаветинская улица";12;12;5;0.344458;0.365129;0.000001;0.003101;0.003101;1;0.000653;0.939394;62;0.031884;0
"мариинская улица";12;12;5;0.344458;0.365129;0.000001;0.003101;0.003101;1;0.000653;0.939394;62;0.031884;0
"улица обороны";12;12;5;0.344458;0.365129;0.000001;0.003101;0.003101;1;0.000653;0.939394;62;0.031884;0
"березовая улица";10;10;5;0.344184;0.363975;0;0.002708;0.002708;1;0.000578;1;45;0.027017;0
"снт павловское-2 0-я линия";10;10;5;0.344184;0.363975;0;0.002708;0.002708;1;0.000578;1;45;0.027017;0
"проспект просвещения";124;124;4;0.440997;0.502499;0.0398;0.078305;0.078304;3;0.004058;0.205372;1491;0.509095;0
"проспект культуры";45;45;4;0.401575;0.437812;0.004767;0.041658;0.041658;3;0.001506;0.44186;399;0.244367;0
"шоссейная улица";11;11;5;0.345832;0.368301;0;0.004592;0.004592;3;0.000504;0.977778;44;0.034678;0
"нагорная улица";9;9;5;0.345832;0.368301;0;0.004592;0.004592;3;0.000496;1;36;0.033784;0
"ленинградское шоссе";29;29;4;0.376139;0.406574;0.001215;0.016434;0.016433;3;0.001055;0.512821;180;0.118918;0
"улица дорожников";9;9;5;0.345832;0.368301;0;0.004592;0.004592;3;0.000496;1;36;0.033784;0
"улица советов";16;16;4;0.368309;0.393599;0.000183;0.012732;0.012732;3;0.000701;0.691667;83;0.08276;0
"спортивная улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"южная дорога";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"большой петровский мост";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"улица савиной";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"петровская площадь";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"петровский проспект";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"новоладожская улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"улица красного курсанта";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"корпусная улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"кронверкская улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"улица котовского";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"большая монетная улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"улица чапаева";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"гренадерский мост";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"гренадерская улица";24;24;5;0.328907;0.35446;0;0.007798;0.007798;0;0.000927;1;276;0.061099;0
"улица смолячкова";30;30;5;0.358264;0.390215;0.002932;0.012198;0.012198;0;0.001141;0.682759;297;0.090935;0
"малоохтинский проспект";15;15;5;0.349738;0.377566;0;0.020464;0.020464;1;0.00058;1;105;0.108713;0
"таллинская улица";15;15;5;0.349738;0.377566;0;0.020464;0.020464;1;0.00058;1;105;0.108713;0
"проспект шаумяна";25;25;5;0.355328;0.388524;0.00016;0.034508;0.034508;3;0.000849;0.65;195;0.177491;0
"магнитогорская улица";15;15;5;0.349738;0.377566;0;0.020464;0.020464;1;0.00058;1;105;0.108713;0
"улица полярников";28;28;5;0.319102;0.35371;0.000153;0.024738;0.024738;1;0.000935;0.582011;220;0.145436;0
"улица кржижановского";35;35;5;0.347356;0.384102;0.000717;0.029353;0.029353;1;0.001143;0.573109;341;0.166688;0
"проезд вдоль станции ""сортировочная""";8;8;5;0.298862;0.322626;0;0.008187;0.008187;1;0.000385;1;28;0.047422;0
"товарищеский проспект";22;22;5;0.332311;0.361419;0.000198;0.018613;0.018613;3;0.000786;0.805195;186;0.100799;0
"улица чудновского";32;32;5;0.346939;0.382372;0.000521;0.027206;0.027206;1;0.001062;0.608871;302;0.152076;0
"улица латышских стрелков";10;10;5;0.284823;0.305882;0;0.006756;0.006756;1;0.000445;1;45;0.039557;0
"российский мост";20;20;5;0.332057;0.360265;0.000005;0.019494;0.019494;3;0.000716;0.905263;172;0.102701;0
"российский путепровод";20;20;5;0.332057;0.360265;0.000005;0.019494;0.019494;3;0.000716;0.905263;172;0.102701;0
"проспект энтузиастов";29;29;5;0.342688;0.376701;0.000127;0.033261;0.03326;3;0.00096;0.64532;262;0.169946;0
"индустриальный проспект";49;49;5;0.363674;0.407939;0.00183;0.054886;0.054886;3;0.001498;0.42517;500;0.287969;0
"жириновский проспект";18;18;5;0.331803;0.359112;0;0.017163;0.017163;3;0.000663;1;153;0.091502;0
"улица потапова";18;18;5;0.331803;0.359112;0;0.017163;0.017163;3;0.000663;1;153;0.091502;0
"улица химиков";22;22;5;0.341204;0.371895;0.000048;0.022645;0.022645;3;0.000771;0.805195;186;0.118493;0
"товарищевский проспект";13;13;5;0.308431;0.334006;0;0.011712;0.011712;1;0.00052;1;78;0.069032;0
"рабфаковская улица";17;17;5;0.311534;0.337351;0.000185;0.005966;0.005966;7;0.000727;0.654412;89;0.048744;0
"запорожская улица";6;6;5;0.299793;0.319204;0;0.003719;0.003719;1;0.000378;1;15;0.024335;0
"улица грибакиных";6;6;5;0.299793;0.319204;0;0.003719;0.003719;1;0.000378;1;15;0.024335;0
"проспект александровской фермы -улица бабушкина";11;11;5;0.310864;0.333891;0;0.004415;0.004415;7;0.000501;1;55;0.03708;0
"шлиссельбургский проспект";31;31;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001016;0.724868;274;0.093456;0
"улица дмитрия устинова";29;29;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001014;0.706553;248;0.091249;0
"тепловозная улица";35;35;4;0.357231;0.386101;0.001049;0.010277;0.010277;7;0.001019;0.706553;248;0.104129;0
"прибрежная улица";29;29;4;0.357231;0.386101;0.001035;0.009244;0.009244;7;0.001014;0.706553;248;0.091249;0
"советский проспект";47;47;4;0.368153;0.405998;0.009283;0.010551;0.010551;7;0.001711;0.410101;406;0.118666;0
"усть-ижора";29;29;4;0.35002;0.377451;0.000978;0.008451;0.008451;7;0.000918;0.695652;192;0.083541;0
"металлострой";16;16;5;0.320044;0.34481;0.001303;0.005084;0.005084;7;0.000772;0.571429;60;0.043987;0
"задворная улица";11;11;5;0.312996;0.338504;0;0.010278;0.010278;1;0.000469;1;55;0.062535;0
"путепровод александровской фермы";12;12;5;0.309643;0.334487;0;0.012098;0.012098;1;0.000495;1;66;0.069803;0
"понтонный";27;27;4;0.349456;0.375913;0.000798;0.008473;0.008473;7;0.000839;0.744589;172;0.083109;0
"сапёрный";26;26;4;0.349456;0.375913;0.00074;0.008173;0.008173;7;0.000838;0.744589;172;0.080402;0
"казанская улица";14;14;5;0.333462;0.359785;0;0.023563;0.023563;3;0.000533;1;91;0.116315;0
"муринская дорога";35;35;5;0.374352;0.40742;0.000621;0.040226;0.040226;3;0.001121;0.639929;359;0.223531;0
"токсовское шоссе";40;40;4;0.38482;0.418877;0.000989;0.043216;0.043216;3;0.001281;0.564103;418;0.244503;0
"гражданский проспект";86;86;4;0.412464;0.462899;0.007179;0.076893;0.076892;3;0.002597;0.32493;1160;0.459482;0
"улица демьяна бедного";47;47;5;0.394989;0.432795;0.001488;0.050559;0.050558;3;0.00149;0.525439;568;0.294571;0
"улица бонч-бруевича";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"лафонская улица";19;19;5;0.335008;0.362668;0;0.026225;0.026225;3;0.000613;0.973856;149;0.130183;0
"площадь растрелли";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"потёмкинская улица";17;17;5;0.335008;0.362668;0;0.026225;0.026225;3;0.00061;1;136;0.127688;0
"екатерининский проспект";4;4;5;0.327541;0.347962;0;0.00866;0.00866;3;0.000275;1;6;0.04415;0
"учительская улица";18;18;5;0.347495;0.376894;0;0.029147;0.029147;3;0.000632;1;153;0.155802;0
"улица ушинского";57;57;5;0.391069;0.432314;0.002202;0.052939;0.052939;3;0.001779;0.469925;750;0.320159;0
"большой ильинский мост";26;26;5;0.348613;0.381507;0.000057;0.037082;0.037082;3;0.000851;0.778462;253;0.194084;0
"арсенальная улица";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"арсенальная набережная";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"площадь ленина";25;25;5;0.34107;0.372568;0.000035;0.033227;0.033226;3;0.00083;0.753333;226;0.166127;0
"улица прокофьева";69;69;4;0.418234;0.462899;0.01281;0.043899;0.043899;3;0.00239;0.28885;658;0.289005;0
"улица симонова";49;49;5;0.39213;0.430488;0.004812;0.039222;0.039222;3;0.001664;0.443878;522;0.249155;0
"улица композиторов";53;53;4;0.399723;0.440023;0.005358;0.036915;0.036914;3;0.001886;0.343137;455;0.229218;0
"улица сикейроса";25;25;5;0.364133;0.394637;0.00005;0.029824;0.029824;3;0.000863;0.9;270;0.169546;0
"проспект художников";48;48;4;0.384479;0.422338;0.00139;0.044839;0.044838;3;0.001589;0.48227;544;0.261074;0
"улица есенина";34;34;5;0.365514;0.399827;0.000285;0.035097;0.035097;3;0.001145;0.666667;374;0.201654;0
"проспект тореза";46;46;5;0.373224;0.412514;0.00116;0.04426;0.04426;3;0.001466;0.576812;597;0.270487;0
"площадь мужества";41;41;5;0.371306;0.408285;0.000585;0.041811;0.04181;3;0.001313;0.642683;527;0.249766;0
"проспект непокорённых";48;48;5;0.374352;0.414629;0.000975;0.04817;0.04817;3;0.00152;0.554078;625;0.283845;0
"уманский переулок";6;6;5;0.328907;0.350846;0;0.011584;0.011584;3;0.000348;1;15;0.05818;0
"анисимовская дорога";6;6;5;0.328907;0.350846;0;0.011584;0.011584;3;0.000348;1;15;0.05818;0
"рябовское шоссе";10;10;5;0.326677;0.352288;0.000132;0.009511;0.009511;3;0.000545;0.644444;29;0.048879;0
"автобусный переулок";29;29;5;0.323991;0.35767;0.000071;0.02173;0.021729;5;0.000997;0.753695;306;0.150244;0
"автобусная улица";29;29;5;0.323991;0.35767;0.000071;0.02173;0.021729;5;0.000997;0.753695;306;0.150244;0
"ново-никитская улица";9;9;5;0.297121;0.318916;0;0.005925;0.005925;5;0.000423;1;36;0.043384;0
"шуваловский проспект";61;61;5;0.360649;0.405306;0.001949;0.025156;0.025155;5;0.001994;0.442938;784;0.211882;0
"вербная улица";48;48;5;0.357378;0.396367;0.003517;0.026629;0.026629;5;0.001644;0.492908;556;0.198345;0
"афонская улица";47;47;5;0.357231;0.39579;0.003498;0.026312;0.026311;5;0.001613;0.493987;534;0.195256;0
"улица аккуратова";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"фермское шоссе";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"скобелевский проспект";42;42;5;0.336438;0.37599;0.002138;0.022953;0.022953;5;0.001487;0.518002;446;0.167046;0
"северная площадь";44;44;5;0.367373;0.404537;0.00071;0.033562;0.033561;3;0.001443;0.549683;520;0.222028;0
"комендантская площадь";50;50;4;0.365514;0.40494;0.001934;0.018674;0.018674;5;0.001729;0.479184;587;0.164611;0
"комендантский проспект";40;40;4;0.357969;0.393118;0.00116;0.016323;0.016322;5;0.001426;0.529487;413;0.139329;0
"проспект королёва";42;42;5;0.360349;0.395309;0.000827;0.016972;0.016971;5;0.001403;0.602439;494;0.149226;0
