Label;degree;weighted degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;Authority;Hub;modularity_class;pageranks;componentnumber;clustering;triangles;eigencentrality
"большой ильинский мост";1;1;17;0.128521;0.146392;0;0.003128;0.003128;8;0.000415;0;0;0;0.05923
"пискарёвский проспект";13;13;15;0.154353;0.191167;0.065446;0.06593;0.06593;8;0.003374;0;0.051282;4;0.535529
"уманский переулок";2;2;17;0.132265;0.152118;0.000831;0.006793;0.006793;8;0.000661;0;0;0;0.104826
"улица потапова";2;2;17;0.128559;0.147161;0.000578;0.003468;0.003468;8;0.000714;0;0;0;0.071589
"площадь пролетарской диктатуры";3;3;16;0.143996;0.161454;0.00302;0.001249;0.001249;6;0.00103;0;0.333333;1;0.067672
9-я советская улица;2;2;16;0.143377;0.15882;0.001412;0.000817;0.000817;6;0.0008;0;0;0;0.036523
"тверская улица";8;8;16;0.150469;0.173077;0.011549;0.002855;0.002855;6;0.002427;0;0.071429;2;0.131803
"потёмкинская улица";2;2;15;0.138853;0.152255;0.003194;0.000973;0.000973;6;0.00082;0;0;0;0.023726
"екатерингофский мост";2;2;17;0.131623;0.14612;0.004353;0.00113;0.00113;7;0.000907;0;0;0;0.025287
"гапсальская улица";2;2;18;0.116564;0.127496;0.002086;0.000184;0.000184;7;0.00097;0;0;0;0.012084
"межевой канал";2;2;19;0.105321;0.114795;0.000037;0.000037;0.000037;7;0.00097;0;0;0;0.011925
"виндавская улица";2;2;19;0.107143;0.118032;0.000266;0.00005;0.00005;7;0.000904;0;0;0;0.020164
"двинская улица";6;6;18;0.119867;0.135622;0.011712;0.000282;0.000282;7;0.002255;0;0.2;3;0.052192
"гутуевский мост";2;2;17;0.135851;0.15419;0.013931;0.0015;0.0015;7;0.000774;0;0;0;0.046697
"канонерский тоннель";2;2;19;0.107063;0.11734;0;0.000055;0.000055;7;0.000826;0;1;1;0.024717
"невельская улица";3;3;19;0.107077;0.117917;0.000001;0.000063;0.000063;7;0.001176;0;0.666667;2;0.032348
"шотландская улица";2;2;19;0.107063;0.11734;0;0.000055;0.000055;7;0.000826;0;1;1;0.024717
"шотландское шоссе";3;3;19;0.107077;0.117917;0.000001;0.000063;0.000063;7;0.001176;0;0.666667;2;0.032348
"лесопарковая улица";2;2;15;0.128597;0.141583;0.002693;0.000489;0.000489;17;0.000883;0;0;0;0.021002
"ржевская улица";2;2;17;0.117815;0.130384;0.006904;0.000273;0.000273;17;0.000993;0;0;0;0.019483
"поперечная улица";2;2;14;0.139098;0.151723;0.003743;0.001411;0.001411;17;0.000868;0;0;0;0.020256
2-я поперечная улица;4;4;13;0.156273;0.174461;0.015683;0.008443;0.008442;17;0.001503;0;0;0;0.060487
2-я тарховская улица;2;2;14;0.135426;0.147623;0.004995;0.001409;0.001409;17;0.000867;0;0;0;0.021
3-я тарховская улица;2;2;14;0.149431;0.164335;0.004293;0.002755;0.002755;17;0.000743;0;0;0;0.03404
"улица передовиков";4;4;17;0.128692;0.147322;0.000727;0.003512;0.003512;8;0.001112;0;0.333333;2;0.132711
"барочная улица";2;2;18;0.104107;0.113136;0.001152;0.000007;0.000007;1;0.000918;0;0;0;0.017463
"вяземский переулок";2;2;18;0.104107;0.113136;0.001152;0.000007;0.000007;1;0.000918;0;0;0;0.017463
"улица профессора попова";2;2;19;0.094321;0.101248;0.000001;0.000002;0.000002;1;0.000953;0;0;0;0.012332
"вазаский переулок";2;2;14;0.145226;0.160984;0.001957;0.005432;0.005432;9;0.000728;0;0;0;0.045056
"площадь академика климова";2;2;14;0.130004;0.143274;0.003208;0.001431;0.001431;8;0.000762;0;0;0;0.028503
"шафировский проспект";4;4;16;0.135257;0.160252;0.008737;0.019054;0.019055;10;0.001235;0;0.166667;1;0.182706
"жириновский проспект";2;2;18;0.115155;0.13108;0.000028;0.002153;0.002153;8;0.000704;0;0;0;0.061216
"кондратьевский проспект";7;7;17;0.126829;0.149428;0.007823;0.017951;0.017951;8;0.00198;0;0.095238;2;0.230874
"замшина улица";4;4;17;0.12644;0.145218;0.000436;0.011472;0.011472;8;0.001113;0;0;0;0.143213
"площадь калинина";3;3;17;0.123223;0.140565;0.000023;0.006392;0.006392;8;0.000918;0;0.333333;1;0.089179
"арсенальная улица";2;2;18;0.112627;0.126768;0.004608;0.002911;0.002911;8;0.000873;0;0;0;0.046061
"проспект мечникова";5;5;16;0.134065;0.15732;0.002566;0.019713;0.019713;8;0.001386;0;0.2;2;0.212731
"репнинская улица";7;7;16;0.1353;0.160215;0.00334;0.023896;0.023896;8;0.001918;0;0.238095;5;0.262289
"полюстровский проспект";5;5;16;0.138255;0.161256;0.007823;0.015391;0.015391;8;0.001433;0;0.1;1;0.168305
"лабораторная улица";3;3;17;0.125652;0.142686;0.000108;0.007107;0.007107;8;0.000923;0;0.333333;1;0.09316
"арсенальная набережная";2;2;19;0.101261;0.11131;0.002307;0.000472;0.000472;8;0.001081;0;0;0;0.01328
"площадь ленина";1;1;20;0.09196;0.098978;0;0.000075;0.000075;8;0.000632;0;0;0;0.005093
"малая балканская улица";6;6;17;0.126017;0.148535;0.000309;0.006226;0.006226;11;0.001549;0;0.466667;7;0.234371
"улица олеко дундича";5;5;17;0.125361;0.146348;0.000153;0.005599;0.005599;11;0.001314;0;0.5;5;0.206591
"улица ярослава гашека";5;5;17;0.123522;0.143407;0.002353;0.00455;0.004549;11;0.001463;0;0.3;3;0.16103
"улица фучика";3;3;17;0.125289;0.14481;0.000109;0.003238;0.003237;11;0.000893;0;0;0;0.124554
"муринская дорога";4;4;15;0.162177;0.19019;0.026313;0.034975;0.034975;18;0.001336;0;0.166667;1;0.208206
"улица руставели";10;10;15;0.164579;0.201205;0.044371;0.154473;0.154474;10;0.002524;0;0.088889;4;0.588958
"проспект непокорённых";6;6;15;0.145837;0.173171;0.007918;0.041477;0.041477;10;0.001722;0;0.066667;1;0.232924
"нартовская улица";3;3;16;0.133817;0.154859;0.001367;0.012685;0.012685;8;0.000979;0;0;0;0.113557
"брюсовская улица";3;3;16;0.13392;0.155436;0.001068;0.015064;0.015064;8;0.000909;0;0.333333;1;0.146232
"пискаревский проспект- брюсовская улица";2;2;17;0.119257;0.134736;0.000007;0.005781;0.005781;8;0.000683;0;0;0;0.065499
"пискаревский проспект";2;2;17;0.118265;0.132847;0.000001;0.005496;0.005496;8;0.000666;0;0;0;0.061921
"кантемировская улица";4;4;15;0.133508;0.152451;0.017975;0.00649;0.00649;8;0.001324;0;0;0;0.09104
"кантемировской мост";2;2;16;0.124462;0.138794;0.013773;0.001057;0.001057;1;0.000794;0;0;0;0.027191
"улица савушкина";8;8;13;0.169237;0.202233;0.020026;0.097008;0.097008;9;0.002145;0;0.107143;3;0.449899
"госпитальная улица";7;7;15;0.183609;0.214456;0.022248;0.039538;0.039538;3;0.00207;0;0.142857;3;0.337981
"удаловская улица";2;2;15;0.154079;0.17361;0.000439;0.008867;0.008867;14;0.000724;0;0;0;0.097724
"московский переулок";2;2;15;0.165332;0.186967;0;0.013761;0.013761;3;0.000647;0;1;1;0.139812
"фильтровское шоссе";2;2;15;0.179355;0.205349;0.005951;0.020458;0.020458;3;0.000639;0;0;0;0.202591
"колпино";5;5;15;0.165901;0.192117;0.019414;0.024892;0.024891;14;0.001107;0;0;0;0.1853
"петро-славянка";3;3;15;0.150234;0.170934;0.005319;0.008779;0.008778;14;0.000848;0;0;0;0.100635
"вербная улица";3;3;16;0.114713;0.131542;0.000843;0.003701;0.003701;9;0.001067;0;0;0;0.053746
"проспект сизова";2;2;15;0.11952;0.135513;0.000013;0.003928;0.003928;9;0.000702;0;0;0;0.05193
"афонская улица";2;2;17;0.109263;0.122371;0.000089;0.000848;0.000848;9;0.000832;0;0;0;0.019523
"улица аккуратова";3;3;16;0.120887;0.135359;0.002512;0.001666;0.001666;9;0.001259;0;0;0;0.020358
"фермское шоссе";2;2;15;0.135638;0.152215;0.004576;0.008588;0.008588;9;0.000857;0;0;0;0.0325
3-я линия 1-й половины;2;2;16;0.113989;0.127627;0.000169;0.001108;0.001108;9;0.000868;0;0;0;0.018562
"скобелевский проспект";3;3;14;0.156216;0.181152;0.01771;0.052679;0.052679;9;0.001156;0;0;0;0.156514
"удельный проспект";2;2;15;0.135384;0.151438;0.008703;0.008544;0.008544;9;0.000938;0;0;0;0.030413
"поклонногорская улица";2;2;16;0.119454;0.131158;0.006429;0.001386;0.001386;9;0.001029;0;0;0;0.012269
"большая озёрная улица";2;2;17;0.106879;0.116156;0.004156;0.000225;0.000225;9;0.001078;0;0;0;0.009919
"приморская улица";2;2;18;0.097002;0.104978;0.00197;0.000037;0.000037;9;0.001099;0;0;0;0.009655
"новоорловская улица";2;2;19;0.089548;0.097316;0.000278;0.00001;0.00001;9;0.001102;0;0;0;0.009637
"заповедная улица";2;2;18;0.091562;0.099827;0.000632;0.000024;0.000024;9;0.001088;0;0;0;0.009719
"заповедная аллея";2;2;17;0.100627;0.110495;0.002767;0.00014;0.00014;9;0.00105;0;0;0;0.010477
"улица академика харитона";2;2;16;0.111698;0.124285;0.005041;0.000861;0.000861;9;0.000977;0;0;0;0.016207
"площадь аэропорта пулково-1";1;1;16;0.125707;0.138721;0;0.000702;0.000702;13;0.000562;0;0;0;0.0112
"улица сикейроса";2;2;14;0.156076;0.180731;0.000404;0.069544;0.069544;10;0.000607;0;0;0;0.20224
"выборгское шоссе";14;14;13;0.202665;0.249741;0.153901;0.295575;0.295575;12;0.003846;0;0.032967;3;1
"парголово";5;5;14;0.171751;0.200672;0.004611;0.154364;0.154364;12;0.001294;0;0.166667;1;0.451055
8-й верхний переулок;2;2;14;0.156611;0.182238;0.002644;0.06233;0.06233;10;0.000673;0;0;0;0.189047
"новоприозерское шоссе";3;3;14;0.167536;0.194716;0.00177;0.091446;0.091446;12;0.000875;0;0.333333;1;0.273797
"парнасский путепровод";1;1;14;0.155599;0.178251;0;0.049972;0.049972;12;0.000393;0;0;0;0.141229
3-й верхний переулок;1;1;14;0.155599;0.178251;0;0.049972;0.049972;12;0.000393;0;0;0;0.141229
"гражданский проспект";8;8;15;0.16014;0.191731;0.015353;0.139323;0.139323;10;0.00201;0;0.107143;3;0.481262
"меншиковский проспект";2;2;16;0.127369;0.144123;0.000013;0.008559;0.008559;8;0.000694;0;0;0;0.059719
"улица бутлерова";2;2;16;0.128845;0.14754;0.000094;0.017778;0.017778;10;0.000642;0;0;0;0.083253
"проспект науки";7;7;16;0.142294;0.167876;0.004072;0.07102;0.071021;10;0.001853;0;0.095238;2;0.269515
"северная площадь";2;2;16;0.138787;0.158882;0.000004;0.037423;0.037423;10;0.000556;0;0;0;0.139248
"кушелевская дорога";2;2;15;0.145567;0.166526;0.003482;0.025682;0.025682;8;0.000633;0;0;0;0.119342
"улица вавиловых";2;2;17;0.125525;0.142971;0.000005;0.026629;0.026629;10;0.000567;0;0;0;0.109448
"улица карпинского";2;2;16;0.141528;0.162722;0;0.035635;0.035635;10;0.000612;0;1;1;0.134835
"улица софьи ковалевской";2;2;17;0.125525;0.142971;0.000005;0.026629;0.026629;10;0.000567;0;0;0;0.109448
"проспект художников";7;7;15;0.153751;0.181128;0.005388;0.12385;0.12385;10;0.001765;0;0;0;0.39714
"улица ушинского";5;5;15;0.153424;0.178476;0.003271;0.096708;0.096709;10;0.001362;0;0;0;0.296182
"улица композиторов";4;4;15;0.166507;0.194726;0.008835;0.113899;0.113899;10;0.001112;0;0;0;0.346652
"улица черкасова";2;2;15;0.152346;0.173066;0.000567;0.040159;0.040159;10;0.000669;0;0;0;0.120675
"тимуровская улица";2;2;16;0.133078;0.148511;0.000002;0.02408;0.02408;10;0.000656;0;0;0;0.073462
"улица демьяна бедного";3;3;15;0.141436;0.163903;0.000346;0.055668;0.055668;10;0.00089;0;0;0;0.175077
"проспект культуры";9;9;15;0.154877;0.184192;0.018269;0.078199;0.0782;10;0.002968;0;0.027778;1;0.281023
"проспект кима";5;5;22;0.087232;0.099902;0.000084;0;0;0;0.001693;0;0.2;2;0.060211
"железноводская улица";2;2;22;0.087188;0.097787;0;0;0;0;0.000731;0;1;1;0.036303
"набережная реки смоленки";2;2;21;0.089483;0.099923;0.000099;0;0;0;0.000779;0;0;0;0.025983
"железноводсая улица";2;2;22;0.087188;0.097787;0;0;0;0;0.000731;0;1;1;0.036303
"лафонская улица";3;3;17;0.127556;0.140783;0.001374;0.000244;0.000244;6;0.001155;0;0;0;0.029258
"таврическая улица";2;2;17;0.131384;0.145636;0.001604;0.000491;0.000491;6;0.000769;0;0;0;0.0386
"оборонная улица";3;3;17;0.140223;0.156166;0.002491;0.001456;0.001456;14;0.000981;0;0.333333;1;0.054641
"банковский переулок";4;4;15;0.146899;0.165329;0.001477;0.002429;0.002429;6;0.001231;0;0.333333;2;0.078937
"тверской мост";3;3;16;0.134942;0.149913;0.000137;0.001158;0.001158;6;0.000965;0;0.666667;2;0.05942
"улица ремизова";4;4;15;0.158559;0.179956;0.007814;0.004551;0.004551;14;0.001219;0;0.166667;1;0.097646
"улица ижорского батальона";2;2;15;0.146329;0.163279;0.00064;0.001927;0.001927;6;0.000685;0;0;0;0.054811
"шпалерная улица";4;4;16;0.126054;0.139021;0.003119;0.000252;0.000252;6;0.001591;0;0;0;0.029111
"гагаринская улица";2;2;17;0.117543;0.12743;0.000883;0.000054;0.000054;1;0.00091;0;0;0;0.014671
"площадь растрелли";2;2;17;0.117194;0.127473;0.000135;0.000078;0.000078;6;0.000838;0;0;0;0.018184
"улица пестеля";2;2;18;0.1227;0.13283;0.001508;0.000091;0.000091;1;0.00094;0;0;0;0.01209
"набережная реки мойки";2;2;17;0.137423;0.150122;0.003406;0.000521;0.000521;1;0.000895;0;0;0;0.019224
"набережная лебяжьей канавки";4;4;16;0.158646;0.17779;0.030664;0.003203;0.003203;1;0.001517;0;0;0;0.062212
"миллионная улица";2;2;17;0.136988;0.149109;0.000796;0.000535;0.000535;1;0.000865;0;0;0;0.020403
"суворовская площадь";2;2;17;0.127163;0.137994;0.00017;0.00018;0.00018;1;0.000869;0;0;0;0.019584
"запорожская улица";2;2;19;0.109345;0.120692;0.002307;0.000061;0.000061;11;0.001021;0;0;0;0.019722
"улица грибакиных";1;1;20;0.098579;0.106312;0;0.00001;0.00001;11;0.000607;0;0;0;0.00619
"площадь тургенева";2;2;15;0.173957;0.19691;0;0.015886;0.015886;3;0.000684;0;1;1;0.153735
"павловское шоссе";4;4;15;0.170569;0.194594;0.005992;0.017733;0.017733;3;0.001381;0;0;0;0.158217
"конюшенная улица";6;6;14;0.18926;0.221723;0.041638;0.06886;0.06886;18;0.001636;0;0.133333;2;0.379919
"детскосельская улица";3;3;15;0.170367;0.193383;0.003549;0.014358;0.014358;3;0.00105;0;0;0;0.137904
"звериницкая улица";1;1;15;0.170133;0.191364;0;0.012945;0.012945;3;0.000416;0;0;0;0.117422
"улица ломоносова";2;2;15;0.170367;0.192768;0.000752;0.016682;0.016681;3;0.000708;0;0;0;0.142013
"леонтьевская улица";3;3;15;0.174377;0.199903;0.012672;0.017064;0.017064;11;0.000942;0;0;0;0.167657
"сампсониевский мост";2;2;16;0.131943;0.14424;0.006943;0.001474;0.001474;5;0.000933;0;0;0;0.018273
"балканская площадь";1;1;18;0.109956;0.122184;0;0.000719;0.000719;11;0.000422;0;0;0;0.028796
"проспект александровской фермы -улица бабушкина";1;1;19;0.10929;0.11977;0;0.00006;0.00006;11;0.000503;0;0;0;0.016079
"касимовская улица";4;4;17;0.125944;0.143225;0.000889;0.000996;0.000996;11;0.001289;0;0.166667;1;0.067322
"мгинская улица";3;3;17;0.125;0.140747;0.0001;0.000839;0.000839;11;0.001002;0;0.333333;1;0.056929
"грузинская улица";3;3;16;0.137357;0.154791;0.00056;0.001459;0.001459;11;0.000953;0;0.666667;2;0.068999
"набережная реки волковки";3;3;17;0.125926;0.142648;0.000596;0.000748;0.000748;11;0.001005;0;0.333333;1;0.055736
"средняя улица";5;5;15;0.154821;0.176836;0.012633;0.004755;0.004755;11;0.001541;0;0.1;1;0.099807
"камчатская улица";3;3;17;0.125598;0.141979;0.000572;0.000454;0.000454;3;0.00106;0;0;0;0.038837
"задворная улица";2;2;16;0.134586;0.149021;0.00056;0.000909;0.000909;11;0.000709;0;0;0;0.03601
"днепропетровская улица";3;3;17;0.124355;0.139588;0.000065;0.000369;0.000369;3;0.001115;0;0;0;0.032958
"расстанный переулок";3;3;17;0.125579;0.141787;0.00069;0.000415;0.000415;3;0.00107;0;0;0;0.036255
"кудрово";1;1;15;0.15961;0.18059;0;0.03845;0.03845;12;0.000367;0;0;0;0.118797
"юкки";3;3;15;0.16017;0.182667;0.00135;0.079629;0.079629;12;0.000625;0;0;0;0.251088
"торопец";2;2;15;0.159727;0.181648;0.004608;0.039461;0.039461;12;0.000808;0;0;0;0.125118
"тельмана";3;3;14;0.168874;0.192381;0.009143;0.080834;0.080834;12;0.000555;0;0;0;0.269915
"сапёрный";3;3;15;0.161663;0.183655;0.002139;0.044597;0.044597;14;0.000459;0;0;0;0.162408
"ушково";2;2;15;0.160022;0.182048;0.016036;0.039462;0.039462;12;0.000769;0;0;0;0.125515
"боровая улица";1;1;17;0.123206;0.13528;0;0.000232;0.000232;3;0.000512;0;0;0;0.012794
"придорожная аллея";2;2;16;0.124248;0.140105;0.000004;0.018187;0.018187;10;0.00065;0;0;0;0.064224
"улица руднева";4;4;15;0.141482;0.164672;0.001475;0.049372;0.049372;10;0.00118;0;0;0;0.159803
"сиреневый бульвар";3;3;16;0.133487;0.151183;0.000014;0.037759;0.037759;10;0.000864;0;0;0;0.125234
"поэтический бульвар";2;2;16;0.133364;0.149972;0.000004;0.027374;0.027374;10;0.000638;0;0;0;0.087728
"улица хошимина";2;2;14;0.172812;0.200873;0.002658;0.082914;0.082915;12;0.000621;0;0;0;0.258257
"улица симонова";2;2;15;0.141436;0.163422;0.000413;0.04015;0.04015;10;0.000708;0;0;0;0.12521
"анисимовская дорога";1;1;17;0.125543;0.140859;0;0.003665;0.003665;8;0.000419;0;0;0;0.045596
"токсовская улица";2;2;16;0.141389;0.161953;0.000213;0.026531;0.026531;18;0.000695;0;0;0;0.102786
"киришская улица";2;2;16;0.141389;0.161953;0.000147;0.030758;0.030758;10;0.000672;0;0;0;0.109886
"токсовский тоннель";2;2;16;0.145348;0.163062;0.000368;0.013413;0.013413;18;0.000724;0;0;0;0.062799
"улица корнея чуковского";2;2;16;0.139614;0.156507;0.002307;0.005669;0.005669;18;0.000945;0;0;0;0.038544
"кузнецовская улица";2;2;15;0.147299;0.167969;0.000185;0.009091;0.00909;3;0.000599;0;0;0;0.120169
"витебский мост";1;1;15;0.146354;0.165659;0;0.007196;0.007196;3;0.000371;0;0;0;0.085878
"пушкинская улица";4;4;15;0.169435;0.194712;0.008999;0.021307;0.021307;18;0.001241;0;0;0;0.180275
"улица пионерстроя";2;2;17;0.130337;0.150527;0.000131;0.003332;0.003332;2;0.000656;0;0;0;0.11123
"улица зины портовой";2;2;17;0.125361;0.142635;0.000011;0.002214;0.002214;2;0.000661;0;0;0;0.077815
"дорога на лэмз";1;1;17;0.130004;0.147643;0;0.001886;0.001886;2;0.000436;0;0;0;0.056778
"стрельна";3;3;16;0.139659;0.159945;0.008662;0.002783;0.002783;16;0.001217;0;0;0;0.071149
"санкт-петербургское шоссе";2;2;17;0.132935;0.154928;0.003491;0.002285;0.002285;18;0.000727;0;0;0;0.083407
"проспект буденного";1;1;17;0.130004;0.147643;0;0.001886;0.001886;2;0.000436;0;0;0;0.056778
"улица прокофьева";3;3;16;0.142857;0.160508;0.002496;0.024968;0.024968;10;0.001129;0;0;0;0.076634
"улица жени егоровой";1;1;17;0.125018;0.136142;0;0.003946;0.003946;10;0.000493;0;0;0;0.013984
"суздальское шоссе";2;2;14;0.170133;0.19567;0.008179;0.048744;0.048744;12;0.000717;0;0;0;0.160509
"автомобильная дорога а122";1;1;14;0.168546;0.192144;0;0.04671;0.04671;12;0.000406;0;0;0;0.147031
"левашово";1;1;15;0.146601;0.163139;0;0.024394;0.024394;12;0.000393;0;0;0;0.065757
"дорога на каменку";1;1;15;0.146601;0.163139;0;0.024394;0.024394;12;0.000393;0;0;0;0.065757
"улица шаврова";5;5;14;0.147249;0.173175;0.005635;0.031715;0.031714;9;0.001346;0;0;0;0.206161
"ольховая улица";2;2;15;0.122147;0.138395;0.00004;0.00424;0.004239;9;0.000711;0;0;0;0.04825
"площадь сикорского";3;3;15;0.121497;0.138588;0.000009;0.007251;0.007251;9;0.000888;0;0.333333;1;0.087527
"долгоозёрная улица";2;2;15;0.132853;0.151982;0.001094;0.008347;0.008347;9;0.000706;0;0;0;0.055494
"глухарская улица";3;3;14;0.144572;0.164558;0.001296;0.021035;0.021035;9;0.000914;0;0;0;0.112046
"проспект непокоренных";1;1;17;0.119159;0.134038;0;0.003011;0.003011;10;0.000435;0;0;0;0.031589
"улица ильюшина";4;4;14;0.145299;0.167649;0.001254;0.028823;0.028823;9;0.001054;0;0.166667;1;0.163152
"улица академика лебедева";1;1;17;0.108375;0.115604;0;0.000231;0.000231;5;0.000677;0;0;0;0.004839
"дворцовая улица";2;2;15;0.154216;0.175691;0.002932;0.007175;0.007175;13;0.000672;0;0;0;0.078535
"яхтенная улица";8;8;13;0.173504;0.207564;0.031196;0.104183;0.104183;9;0.002088;0;0.107143;3;0.502109
"туристская улица";5;5;14;0.158849;0.184992;0.003296;0.055535;0.055534;9;0.001264;0;0.1;1;0.29857
"улица генерала хазова";4;4;14;0.165743;0.191808;0.007219;0.024626;0.024626;9;0.001192;0;0;0;0.188627
"карельский переулок";2;2;14;0.157465;0.179164;0.000141;0.024222;0.024221;9;0.000634;0;0;0;0.124969
"бульвар алексея толстого";2;2;14;0.148307;0.166429;0.000368;0.00975;0.00975;9;0.000717;0;0;0;0.064374
"приморский проспект";4;4;14;0.149431;0.172018;0.025282;0.033513;0.033513;9;0.001376;0;0.166667;1;0.163023
"липовая аллея";2;2;14;0.145008;0.164639;0.000384;0.019939;0.019939;9;0.000629;0;0;0;0.098209
"торфяная дорога";4;4;15;0.131603;0.151163;0.000071;0.029164;0.029164;9;0.001075;0;0.333333;2;0.168516
"гаккелевская улица";5;5;15;0.133098;0.154573;0.000267;0.033636;0.033636;9;0.001266;0;0.3;3;0.202859
"стародеревенская улица";3;3;15;0.131503;0.149913;0.000011;0.026055;0.026055;9;0.000815;0;0.333333;1;0.148962
"политехническая улица";2;2;17;0.121259;0.136126;0.001123;0.007975;0.007975;10;0.000792;0;0;0;0.03597
"улица курчатова";2;2;17;0.111857;0.123288;0.000208;0.001521;0.001521;12;0.000899;0;0;0;0.013546
"институтский проспект";2;2;16;0.120904;0.132814;0.001391;0.001649;0.001649;12;0.000918;0;0;0;0.013284
"проспект девятого января";1;1;17;0.122044;0.133927;0;0.00047;0.00047;11;0.000542;0;0;0;0.013388
"улица чудновского";3;3;20;0.096045;0.107829;0.000005;0.000033;0.000033;4;0.000994;0;0;0;0.041256
"бугровский путепровод";1;1;16;0.134127;0.150545;0;0.012358;0.012358;10;0.000453;0;0;0;0.047818
"верхняя улица";2;2;16;0.134169;0.151314;0;0.014738;0.014738;10;0.000805;0;1;1;0.061289
6-й верхний переулок;2;2;16;0.134169;0.151314;0.001152;0.013008;0.013008;10;0.000824;0;0;0;0.054261
5-й верхний переулок;2;2;16;0.134169;0.151314;0.001152;0.013008;0.013008;10;0.000824;0;0;0;0.054261
1-й верхний переулок;3;3;16;0.13419;0.151891;0.002307;0.015063;0.015063;10;0.001241;0;0.333333;1;0.064547
"шоссейная улица";4;4;15;0.168644;0.196795;0.015671;0.036153;0.036153;18;0.001371;0;0;0;0.185843
"бугры";1;1;17;0.118329;0.129517;0;0.00238;0.00238;10;0.000524;0;0;0;0.013471
"морская набережная";2;2;23;0.076073;0.083275;0.000001;0;0;0;0.000902;0;0;0;0.013961
"сестрорецк";3;3;14;0.144356;0.16196;0.009195;0.026812;0.026812;16;0.000649;0;0;0;0.108268
"лахтинский проспект";1;1;13;0.165237;0.189004;0;0.03885;0.03885;16;0.000419;0;0;0;0.151192
"транспортная улица";5;5;13;0.165584;0.192272;0.004018;0.058007;0.058007;16;0.001647;0;0.3;3;0.234884
"приморского шоссе";1;1;13;0.165237;0.189004;0;0.03885;0.03885;16;0.000419;0;0;0;0.151192
"приморское шоссе боковой проезд приморского шоссе";2;2;13;0.165332;0.189966;0;0.048017;0.048017;16;0.000699;0;1;1;0.188997
"улица токарева";3;3;12;0.168448;0.193417;0.006548;0.049645;0.049645;16;0.001036;0;0.333333;1;0.201608
"северный переулок";2;2;12;0.171581;0.196345;0.002434;0.042814;0.042814;16;0.000693;0;0;0;0.18306
"рощинское шоссе";2;2;13;0.1653;0.189773;0.000318;0.044223;0.044223;13;0.000742;0;0;0;0.17594
"средневыборгское шоссе";3;3;13;0.165363;0.190542;0.004611;0.040892;0.040892;16;0.001375;0;0;0;0.162946
"автомобильная дорога а123";2;2;13;0.1653;0.189773;0.002307;0.039845;0.039845;16;0.000886;0;0;0;0.156716
"марьино";2;2;15;0.159669;0.181359;0.002307;0.039435;0.039435;12;0.000804;0;0;0;0.123783
"порошкино";2;2;16;0.148383;0.167595;0.000319;0.017266;0.017266;12;0.000607;0;0;0;0.073499
"подъезд к трк ""мега парнас""";2;2;15;0.151839;0.172757;0.000734;0.019133;0.019134;12;0.000678;0;0;0;0.07619
"улица советов";1;1;16;0.141783;0.157266;0;0.004682;0.004682;12;0.00043;0;0;0;0.034935
"улица дорожников";2;2;15;0.155404;0.17482;0;0.013135;0.013135;12;0.000669;0;1;1;0.101168
"улица калинина";1;1;15;0.151573;0.1702;0;0.008363;0.008363;13;0.000457;0;0;0;0.05264
"улица новые места";1;1;15;0.151573;0.1702;0;0.008363;0.008363;13;0.000457;0;0;0;0.05264
"кузьминское шоссе";2;2;14;0.159287;0.183725;0.000472;0.014787;0.014787;13;0.000694;0;0;0;0.11066
"улица маршала говорова";1;1;17;0.122078;0.134939;0;0.000572;0.000572;2;0.000557;0;0;0;0.016565
"коннолахтинский проспект";2;2;15;0.153261;0.172241;0.013761;0.013689;0.013689;13;0.000895;0;0;0;0.055042
1-я конная лахта;2;2;16;0.133118;0.146227;0.011481;0.00222;0.00222;13;0.001021;0;0;0;0.01545
3-я конная лахта;2;2;17;0.117623;0.127571;0.009195;0.00036;0.00036;13;0.0011;0;0;0;0.010265
"коннолахтинская дорога";2;2;18;0.105333;0.113362;0.006904;0.000058;0.000058;13;0.001161;0;0;0;0.009622
"ивинская улица";2;2;19;0.095348;0.102046;0.004608;0.000009;0.000009;13;0.001226;0;0;0;0.009227
"юнтоловский проспект";2;2;20;0.087074;0.092635;0.002307;0.000002;0.000002;13;0.001316;0;0;0;0.007847
"гладышевский проспект";1;1;21;0.080107;0.084185;0;0;0;13;0.000732;0;0;0;0.004417
"улица дмитрия устинова";4;4;17;0.124676;0.137521;0.002687;0.000325;0.000325;17;0.000822;0;0;0;0.043364
"прибрежная улица";3;3;17;0.124676;0.137521;0.001919;0.000301;0.000301;17;0.000822;0;0;0;0.033533
"советский проспект";5;5;15;0.160526;0.182698;0.034293;0.00899;0.00899;17;0.001477;0;0;0;0.094602
"тепловозная улица";3;3;18;0.110898;0.119961;0.000001;0.00015;0.00015;17;0.000581;0;0;0;0.033705
"караваевская улица";2;2;18;0.110898;0.119961;0.000001;0.000099;0.000099;17;0.000581;0;0;0;0.021635
"усть-ижора";7;7;15;0.1602;0.18252;0.007713;0.016937;0.016936;14;0.001089;0;0;0;0.15185
"жуков переулок";2;2;16;0.138609;0.152904;0.006832;0.001495;0.001495;17;0.000798;0;0;0;0.027434
"петрозаводское шоссе";4;4;14;0.179764;0.206547;0.034784;0.034047;0.034047;18;0.001311;0;0;0;0.183227
